label,mode,folder,fs,pre_ms,lead_ms,post_ms,peak,clip,rms_pre,rms_post,snr_proxy_db,onset_sample,onset_ms_est,onset_minus_enter_ms,flags,moved_to
d#5,stress,d#5\rep002_20251219-235403,48000,300,0,400,0.08062744140625,0,0.00537052983418107,0.017491400241851807,10.256147759489416,14400,300.0,0.0,,
d#5,stress,d#5\rep003_20251219-235406,48000,300,0,400,0.073333740234375,0,0.0017506226431578398,0.01578596793115139,19.10156908318751,15360,320.0,20.0,,
d#5,stress,d#5\rep004_20251219-235409,48000,300,0,400,0.082672119140625,0,0.003599643474444747,0.01829853281378746,14.123133678170639,14880,310.0,10.0,,
d#6,stress,d#6\rep001_20251219-235747,48000,300,0,400,0.0740966796875,0,0.0027527569327503443,0.013677525334060192,13.924790735646848,15840,330.0,30.0,,
d#6,stress,d#6\rep002_20251219-235750,48000,300,0,400,0.081939697265625,0,0.002222783397883177,0.013334127143025398,15.561345694244169,15600,325.0,25.0,,
d#6,stress,d#6\rep003_20251219-235753,48000,300,0,400,0.073944091796875,0,0.004176159854978323,0.013705728575587273,10.322498807681894,15360,320.0,20.0,,
d#6,stress,d#6\rep004_20251219-235756,48000,300,0,400,0.057464599609375,0,0.0018228671979159117,0.011170640587806702,15.7464569878077,15600,325.0,25.0,,
d#6,stress,d#6\rep005_20251219-235803,48000,300,0,400,0.073028564453125,0,0.0025609154254198074,0.014411013573408127,15.0059830341993,15120,315.0,15.0,,
d#7,stress,d#7\rep001_20251220-000206,48000,300,0,400,0.077484130859375,0,0.0010396539000794291,0.012876756489276886,21.85834623591145,15600,325.0,25.0,,
d#7,stress,d#7\rep002_20251220-000210,48000,300,0,400,0.062713623046875,0,0.0007470219861716032,0.010885401628911495,23.27021063844817,14880,310.0,10.0,,
d#7,stress,d#7\rep003_20251220-000213,48000,300,0,400,0.085784912109375,0,0.0007394121494144201,0.014825180172920227,26.042256795993417,14880,310.0,10.0,,
d#7,stress,d#7\rep004_20251220-000218,48000,300,0,400,0.06829833984375,0,0.0010739548597484827,0.010633399710059166,19.913714964420677,15600,325.0,25.0,,
d1,stress,d1\rep001_20251219-231847,48000,300,0,400,0.074859619140625,0,0.004837248008698225,0.01765349879860878,11.244647453261402,17040,355.0,55.0,,
